CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRD,PAN_PRD,PRI,PVEM,PT,MORENA,PANAL,PT_MORENA_PANAL,PT_MORENA,PT_PANAL,MORENA_PANAL,MC,PES,RSP,FPM,CI1,CI2,CNR,NULOS
'081852B0100',8,10,32,48,0,0,8,0,59,19,10,10,26,30,14,3,6,1,0,23,20,23
'081853B0100',8,10,25,40,0,3,6,3,56,34,11,9,28,28,17,4,7,3,0,18,21,20
'081854B0100',8,1,18,31,0,0,1,1,37,23,13,8,11,22,6,2,4,1,1,12,17,16
'081854C0100',8,1,15,27,1,1,3,0,31,15,11,11,14,22,7,3,5,4,0,12,15,19
'081855B0100',8,1,17,29,0,0,2,3,42,12,11,6,14,18,9,0,4,1,2,13,11,14
'081855C0100',8,1,14,19,0,1,7,6,31,17,8,1,9,18,11,2,4,3,0,12,15,11
'081856B0100',8,1,15,23,0,1,9,0,42,14,17,8,14,21,13,8,3,1,0,22,15,20
'081857B0100',8,11,23,34,1,1,3,2,52,18,18,5,21,27,13,4,7,2,0,25,22,18
'081857C0100',8,11,21,42,1,2,7,0,48,34,14,7,26,38,13,4,2,1,0,21,19,26
'081858B0100',8,11,22,49,0,1,8,1,69,31,20,10,29,32,19,4,5,2,1,14,26,25
'081858C0100',8,11,34,51,1,0,2,2,53,28,15,13,18,41,12,3,11,6,0,30,23,28
'081858C0200',8,11,18,49,0,1,8,4,58,27,12,11,19,34,22,7,6,2,0,20,25,23
'081859B0100',8,11,23,35,0,2,6,0,55,26,20,14,29,37,11,1,7,2,0,24,14,24
'081860B0100',8,11,16,37,0,0,6,3,50,16,7,10,11,39,9,1,10,2,0,10,17,27
'081860C0100',8,11,28,37,1,2,1,1,36,20,10,13,18,29,13,2,9,1,0,19,22,30
'081861B0100',8,2,14,31,1,1,8,4,31,19,12,7,15,25,14,4,3,0,0,21,12,20
'081862B0100',8,2,11,22,0,0,2,3,46,15,15,2,15,18,17,4,2,1,0,24,18,18
'081863B0100',8,11,21,49,0,2,5,1,36,20,10,16,25,24,11,0,3,0,0,17,20,18
'081864B0100',8,2,10,34,1,3,2,2,34,15,8,6,8,26,12,1,1,3,0,20,17,13
'081865B0100',8,11,23,40,0,0,4,2,50,26,14,10,21,31,17,6,6,0,1,16,23,13
'081866B0100',8,10,24,38,0,4,9,4,67,25,14,13,26,43,19,4,12,8,0,17,25,18
'081867B0100',8,1,26,25,1,0,3,2,42,21,14,12,7,24,23,4,5,2,0,16,25,15
'081868B0100',8,10,21,45,0,3,5,1,58,29,26,6,27,45,22,4,7,2,0,16,27,23
'081868C0100',8,10,22,49,0,1,10,2,64,27,16,5,21,22,17,7,9,0,0,30,25,18
'081869B0100',8,1,19,24,0,1,3,3,33,20,7,10,18,27,19,2,0,3,1,14,18,11
'081869C0100',8,1,15,24,0,1,1,4,39,21,15,5,18,22,13,2,6,3,0,14,21,12
'081870B0100',8,10,22,34,0,2,9,2,60,31,16,7,20,37,10,5,5,2,0,23,35,23
'081871B0100',8,11,11,26,0,3,8,3,46,31,10,8,18,29,13,4,5,4,0,26,19,17
'081871C0100',8,11,11,46,0,1,13,3,45,27,18,12,21,29,10,2,4,4,0,13,19,18
'081871C0200',8,11,18,30,0,1,6,4,53,24,16,5,13,27,16,3,6,1,0,16,22,19
'081872B0100',8,11,19,37,0,1,8,4,63,19,15,7,18,34,5,1,6,3,1,21,20,14
'081873B0100',8,2,14,25,0,0,2,5,37,15,6,8,14,14,6,1,5,1,0,11,17,14
'081874B0100',8,2,10,19,0,1,1,1,38,26,9,5,14,22,8,3,5,3,0,21,19,8
'081875B0100',8,2,9,32,0,1,3,1,31,11,15,4,6,30,11,0,4,0,0,14,13,12
'081876B0100',8,2,12,27,0,1,3,1,32,15,9,6,7,20,13,2,1,0,0,13,14,13
'081877B0100',8,10,23,38,1,1,8,2,49,31,14,11,12,29,14,11,6,2,0,21,32,22
'081877C0100',8,10,31,47,0,2,8,0,58,25,19,14,21,30,18,3,8,4,0,18,33,17
'081877C0200',8,10,17,41,0,2,6,2,51,33,17,8,30,37,11,6,13,3,0,25,25,16
'081877C0300',8,10,25,45,1,2,6,5,58,27,13,9,22,30,22,2,4,5,0,14,23,20
'081878B0100',8,10,13,37,0,1,5,4,32,29,13,3,15,29,9,5,6,1,1,26,32,21
'081878C0100',8,10,21,35,0,1,4,0,49,26,10,10,16,33,17,1,9,1,0,22,19,16
'081878C0200',8,10,22,47,0,1,4,5,42,26,14,6,27,22,9,4,8,2,0,18,22,14
'081878C0300',8,10,23,28,1,3,8,1,50,24,14,6,17,33,19,7,8,4,0,27,23,13
'081879B0100',8,10,19,35,0,3,11,4,56,25,19,16,24,43,15,1,11,3,0,19,19,24
'081879C0100',8,10,26,45,0,1,6,2,53,37,14,11,13,35,15,7,9,2,0,21,21,33
'081879C0200',8,10,27,54,0,3,7,2,51,22,18,7,26,39,16,3,6,4,0,25,28,19
'081880B0100',8,1,15,21,0,3,7,1,32,20,10,9,19,18,9,4,4,2,0,15,26,10
'081880C0100',8,1,14,30,0,1,5,1,36,12,11,8,15,16,9,8,2,1,0,23,13,18
'081881B0100',8,10,16,40,0,3,4,1,41,16,19,8,13,28,9,4,12,2,0,18,26,19
'081882B0100',8,10,19,35,0,3,7,3,65,28,15,4,18,30,11,3,3,3,0,19,17,24
'081883B0100',8,1,16,33,0,1,5,1,34,16,9,8,11,22,10,3,5,1,0,12,11,12
'081883C0100',8,1,13,28,0,0,5,2,34,18,7,12,10,29,11,4,4,2,0,16,21,15
'081884B0100',8,3,10,16,0,0,3,2,18,3,4,0,3,8,2,0,1,1,0,3,4,4
'081885B0100',8,11,24,54,1,1,10,0,59,38,17,8,18,40,17,4,8,2,0,30,28,21
'081885C0100',8,11,25,48,0,1,7,1,67,38,26,16,24,30,13,5,8,2,2,22,27,29
'081885C0200',8,11,25,46,0,1,12,4,67,29,22,9,17,30,18,5,6,2,0,25,27,31
'081885C0300',8,11,31,50,1,1,6,1,57,24,12,12,20,33,15,3,6,0,0,20,26,30
'081885C0400',8,11,26,43,0,0,6,4,72,24,21,9,22,35,17,4,8,4,0,29,23,16
'081885C0500',8,11,24,49,0,0,6,5,85,23,16,15,15,43,14,1,11,3,0,24,24,22
'081885C0600',8,11,19,42,0,0,8,1,57,24,20,10,25,37,33,2,4,2,0,25,22,20
'081885C0700',8,11,28,50,1,2,9,0,63,44,19,13,22,34,18,3,9,0,0,23,28,21
'081885C0800',8,11,38,44,0,3,14,3,65,31,23,7,24,34,16,6,5,4,0,26,25,31
'081885C0900',8,11,26,44,0,0,7,2,66,30,15,20,21,34,13,5,4,1,1,30,25,30
'081885C1000',8,11,24,38,1,1,7,3,58,35,18,10,18,43,22,3,6,2,0,22,29,25
'081886B0100',8,2,8,30,0,2,9,0,41,24,5,3,14,30,16,3,5,3,0,18,16,11
'081886C0100',8,2,10,21,0,2,3,2,35,22,18,3,24,22,10,3,3,0,0,22,13,14
'081888B0100',8,11,28,41,1,2,3,2,49,22,12,4,20,35,12,6,4,1,1,14,21,13
'081888C0100',8,11,18,39,0,0,3,2,38,21,14,8,17,31,19,4,7,1,0,21,17,13
'081888C0200',8,11,25,32,0,0,5,2,38,15,14,8,24,28,14,1,4,1,0,22,14,26
'081888C0300',8,11,24,29,0,6,7,2,41,23,12,8,22,39,7,2,6,4,0,26,23,19
'081889B0100',8,11,20,39,0,0,9,1,56,44,18,12,20,35,15,4,5,1,0,21,25,23
'081889C0100',8,11,16,47,0,0,5,2,56,24,15,10,19,41,16,8,10,2,0,22,30,18
'081889C0200',8,11,29,41,0,1,4,3,62,11,20,16,25,38,14,1,10,7,1,25,16,18
'081889C0300',8,11,22,36,0,0,10,2,50,31,14,6,23,38,16,4,6,0,1,23,12,23
'081889C0400',8,11,29,52,0,4,5,3,52,28,7,5,18,41,14,7,3,2,0,26,29,23
'081889C0500',8,11,17,38,1,0,3,1,47,24,20,5,32,36,18,2,10,3,0,21,27,21
'081889C0600',8,11,22,44,0,0,11,3,47,30,21,14,25,22,15,3,14,3,1,18,29,24
'081889C0700',8,11,20,52,1,0,3,4,60,22,13,6,21,26,17,5,6,1,1,22,26,21
'081890B0100',8,3,9,18,0,1,4,1,25,20,7,0,8,23,6,1,2,2,1,9,8,11
'081891B0100',8,10,31,56,1,1,9,2,50,29,16,11,20,32,21,2,6,2,0,21,21,25
'081891C0100',8,10,22,50,1,4,10,4,60,26,19,12,24,45,12,4,7,4,0,19,19,21
'081892B0100',8,10,30,48,0,2,2,3,56,33,9,12,19,40,11,7,9,2,0,20,20,27
'081892C0100',8,10,30,49,0,1,5,1,33,28,25,10,19,35,20,4,9,2,1,22,25,28
'081892C0200',8,10,18,40,0,1,10,4,52,32,12,10,18,32,12,3,5,2,0,29,20,33
'081893B0100',8,10,22,35,0,0,7,2,61,28,17,8,20,41,12,6,9,2,1,27,21,35
'081894B0100',8,10,22,33,1,2,4,1,33,20,16,8,17,28,13,8,5,0,0,16,21,15
'081895B0100',8,12,20,38,0,1,5,1,49,24,10,9,19,26,16,3,8,2,0,21,21,11
'081896B0100',8,12,24,43,0,0,9,0,70,28,14,9,21,36,13,5,5,5,1,23,30,28
'081897B0100',8,12,19,51,0,2,9,2,41,13,22,8,14,31,20,5,9,1,0,28,21,24
'081898B0100',8,10,26,43,0,0,3,1,44,26,18,7,22,40,15,4,5,1,0,23,18,20
'081898S0100',8,1,40,69,3,2,9,10,87,54,30,22,24,65,24,5,14,7,0,39,47,33
'081899B0100',8,10,19,47,0,2,4,2,59,27,9,12,13,35,20,6,8,1,0,26,13,17
'081900B0100',8,10,29,58,0,3,4,5,64,29,19,12,21,34,20,3,4,3,0,26,26,24
'081901B0100',8,1,21,26,0,1,2,1,42,17,11,4,19,26,8,2,4,2,0,13,9,15
'081901C0100',8,1,17,30,0,1,5,3,31,28,13,7,15,23,6,0,7,1,0,15,12,10
'081902B0100',8,1,26,26,2,0,5,5,38,8,15,10,22,22,12,3,3,5,0,21,14,13
'081902C0100',8,1,18,43,0,1,5,4,45,19,13,7,19,21,9,4,6,0,0,13,17,15
'081903B0100',8,1,20,31,2,1,7,1,40,12,12,5,17,14,7,4,4,3,0,21,18,8
'081903C0100',8,1,17,26,0,1,4,3,43,14,9,4,12,25,11,0,3,2,0,14,21,13
'081904B0100',8,1,7,32,0,0,5,0,40,26,14,4,13,23,13,0,7,3,0,17,22,13
'081904C0100',8,1,15,28,0,1,6,1,43,19,9,9,21,21,10,2,7,1,1,13,14,12
'081905B0100',8,1,15,33,0,1,8,1,38,15,13,7,9,29,13,3,4,1,0,7,19,14
'081906B0100',8,1,16,30,0,0,5,2,38,12,11,4,15,14,14,4,3,2,0,7,4,14
'081906C0100',8,1,15,25,0,0,5,0,31,18,10,3,12,22,10,3,2,3,0,15,20,13
'081907B0100',8,10,16,44,1,0,6,3,52,28,20,19,14,31,11,5,6,4,0,21,26,26
'081907C0100',8,10,31,55,0,0,5,2,61,26,14,10,19,35,14,2,13,2,0,20,21,24
'081908B0100',8,10,18,36,0,1,4,0,46,20,11,8,17,31,14,6,1,3,0,15,19,10
'081908C0100',8,10,14,39,0,2,7,3,41,28,10,10,14,22,15,2,1,1,0,23,17,13
'081909B0100',8,10,12,37,2,2,8,4,55,25,17,18,13,25,14,7,2,3,2,18,22,21
'081910B0100',8,10,22,37,0,3,9,5,45,30,12,13,20,31,16,4,6,3,0,19,26,22
'081911B0100',8,3,10,23,0,0,1,3,36,22,11,6,14,16,8,3,2,1,0,5,15,13
'081911C0100',8,3,12,28,0,2,3,3,32,19,12,5,9,16,4,1,2,3,0,15,19,12
'081912B0100',8,1,19,19,0,0,4,0,23,18,13,8,20,16,8,2,2,0,0,12,13,12
'081912C0100',8,1,14,32,0,1,7,1,29,21,12,2,11,11,10,1,4,2,0,8,16,13
'081914B0100',8,12,15,53,1,2,11,5,64,24,24,9,26,37,11,3,7,3,1,24,22,21
'081914C0100',8,12,26,45,0,3,4,1,54,24,19,15,19,45,18,6,7,0,0,24,25,25
'081914C0200',8,12,24,35,0,0,11,6,66,28,23,6,21,37,19,7,10,4,0,23,18,24
'081914C0300',8,12,17,47,1,0,10,2,53,26,20,9,26,36,13,4,6,4,1,27,34,18
'081914C0400',8,12,26,59,0,5,3,2,76,28,20,12,26,23,16,4,6,2,0,18,24,14
'081914C0500',8,12,22,46,1,1,9,5,67,25,23,9,32,36,16,10,5,2,0,24,24,29
'081914C0600',8,12,27,47,0,1,5,3,56,31,14,12,21,29,18,8,9,4,1,15,18,24
'081914C0700',8,12,29,41,2,0,6,0,59,33,10,12,29,31,22,3,7,2,0,22,22,23
'081915B0100',8,3,6,14,0,0,2,2,23,7,9,1,10,12,4,1,4,3,0,9,9,9
'081916B0100',8,11,15,52,1,2,8,3,53,26,15,12,27,36,14,9,3,2,0,15,26,29
'081916C0100',8,11,17,48,0,2,8,2,72,31,16,5,15,35,16,4,11,2,0,27,25,23
'081916C0200',8,11,24,52,0,2,7,2,50,30,17,9,18,42,17,1,11,1,0,31,23,19
'081916C0300',8,11,23,41,0,0,11,2,53,33,20,5,22,38,11,5,9,2,0,23,15,23
'081916C0400',8,11,29,52,0,1,8,2,61,37,15,10,18,29,15,3,6,3,0,19,31,21
'081916C0500',8,11,30,49,0,2,9,1,51,35,15,11,26,39,16,5,9,0,1,21,32,20
'081916C0600',8,11,30,54,0,2,3,2,55,23,14,9,18,33,16,8,6,5,0,29,32,28
'081916C0700',8,11,29,58,2,2,9,1,64,29,12,9,15,32,12,4,9,7,0,28,24,22
'081916C0800',8,11,17,37,0,2,7,0,70,24,14,13,21,31,15,5,9,3,0,25,22,29
'081916C0900',8,11,30,51,0,0,5,2,64,25,16,15,25,29,17,3,6,3,1,28,21,20
'081916C1000',8,11,15,50,0,1,8,3,49,28,21,14,19,35,15,2,4,4,0,28,27,18
'081916C1100',8,11,20,43,0,2,9,5,54,26,13,6,22,47,12,4,4,2,0,23,24,30
'081916C1200',8,11,21,49,0,0,11,3,75,21,24,7,20,40,15,5,11,4,1,23,18,26
'081916C1300',8,11,17,37,0,2,10,2,59,30,16,9,18,46,19,4,5,1,1,18,26,23
'081916C1400',8,11,17,44,0,2,13,1,70,24,18,21,21,42,15,5,4,4,0,28,16,21
'081917B0100',8,1,16,26,0,0,2,4,30,13,10,6,11,25,9,4,5,1,1,16,20,11
'081917C0100',8,1,20,29,0,0,6,3,40,16,9,6,12,21,10,1,3,0,0,17,15,13
'081918B0100',8,1,11,22,0,0,4,1,31,16,11,3,11,29,13,2,3,2,0,18,16,11
'081918C0100',8,1,14,31,1,1,4,5,25,17,12,5,10,24,8,4,6,4,0,11,17,10
'081919B0100',8,10,20,54,0,4,8,2,46,25,13,6,28,41,16,4,6,1,0,19,26,21
'081919C0100',8,10,21,41,0,1,7,1,58,28,16,14,15,38,14,5,5,1,0,20,18,20
'081919C0200',8,10,21,32,0,0,7,0,56,23,19,12,23,31,14,7,9,4,0,22,27,15
'081919S0100',8,1,43,71,0,0,7,6,98,39,30,12,40,46,27,6,16,3,1,39,46,33
'081920B0100',8,1,10,26,1,1,4,0,39,15,16,12,12,29,4,2,6,4,1,12,11,19
'081920C0100',8,1,7,27,0,1,7,1,32,16,14,8,11,22,16,1,3,1,1,19,18,12
'081921B0100',8,1,11,24,0,1,6,3,35,16,9,8,12,19,18,3,4,1,0,20,14,14
'081921C0100',8,1,17,36,1,0,7,2,41,19,6,5,18,17,12,4,4,2,0,19,19,18
'081922B0100',8,1,8,23,0,1,3,0,33,18,13,10,11,23,2,3,5,2,0,9,20,8
'081922C0100',8,1,11,24,0,0,3,1,39,9,8,6,12,28,14,2,2,1,0,18,20,8
'081923B0100',8,1,13,29,0,2,4,2,38,18,10,6,13,22,10,3,1,1,0,20,7,20
'081923C0100',8,1,15,23,0,1,9,2,28,24,12,6,12,23,6,5,5,2,0,13,20,18
'081924B0100',8,1,12,20,0,0,2,2,33,16,8,4,11,22,12,1,2,2,0,13,13,12
'081924C0100',8,1,18,34,0,2,6,3,34,14,11,7,10,13,11,2,2,0,0,13,17,9
'081925B0100',8,1,16,24,0,0,3,3,51,20,17,13,12,26,10,3,5,1,2,11,16,18
'081925C0100',8,1,17,30,0,1,5,3,24,14,11,7,13,22,11,1,4,2,0,21,14,22
'081926B0100',8,1,8,28,0,0,1,1,29,17,15,9,15,16,11,3,4,2,0,10,14,11
'081926C0100',8,1,19,19,0,4,4,0,30,13,13,5,15,24,4,3,5,1,0,15,10,10
'081927B0100',8,1,10,27,0,1,3,2,31,17,12,8,23,22,5,2,5,1,1,15,10,11
'081927C0100',8,1,10,25,0,0,1,1,42,12,12,8,17,20,6,3,3,0,1,11,8,13
'081928B0100',8,10,14,47,1,2,10,3,47,21,12,12,14,34,9,2,5,4,0,24,27,29
'081928C0100',8,10,26,45,2,2,6,1,56,27,15,11,16,35,17,3,4,1,0,26,23,22
'081929B0100',8,10,17,33,0,0,8,2,47,22,11,8,21,25,9,2,3,4,1,26,16,21
'081929C0100',8,10,25,34,0,1,6,1,51,21,10,5,16,36,14,6,4,2,0,20,11,17
'081929C0200',8,10,22,25,1,2,3,3,44,22,17,8,12,26,17,4,10,3,0,22,18,20
'081929C0300',8,10,18,30,0,0,6,0,43,21,7,11,19,33,10,8,8,1,0,17,22,19
'081930B0100',8,10,21,43,0,0,4,3,49,26,19,12,13,35,16,3,12,2,0,32,18,22
'081930C0100',8,10,23,40,0,1,5,1,57,20,15,13,18,40,21,3,7,8,1,11,16,24
'081930C0200',8,10,23,37,0,1,7,3,53,28,18,6,24,34,16,4,7,3,0,16,23,20
'081930C0300',8,10,25,39,0,2,4,2,57,30,18,11,15,31,19,1,4,3,1,27,19,13
'081931B0100',8,10,19,54,0,1,5,7,58,17,17,13,30,25,11,5,8,1,0,26,18,24
'081932B0100',8,1,18,34,0,1,5,1,42,18,19,6,18,24,3,3,4,3,0,21,22,24
'081932C0100',8,1,16,27,0,0,6,1,43,24,8,8,7,22,13,5,6,2,1,20,22,9
'081932C0200',8,1,16,40,0,2,6,2,35,13,12,11,9,31,14,1,5,0,1,27,15,17
'081933B0100',8,11,23,37,0,1,6,0,53,30,12,17,18,29,15,6,8,1,0,27,24,18
'081933C0100',8,11,22,40,0,2,1,5,54,31,14,7,17,29,9,7,6,4,0,25,20,28
'081933C0200',8,11,15,37,0,1,5,4,41,22,17,10,18,43,16,4,5,0,3,22,18,23
'081933C0300',8,11,15,43,1,5,5,3,55,22,15,8,24,28,14,4,7,2,0,11,20,14
'081933C0400',8,11,14,48,0,1,7,2,50,22,20,12,20,34,19,7,7,1,0,18,22,20
'081933S0100',8,2,43,76,0,2,10,2,111,46,27,21,27,62,29,5,10,6,1,39,46,38
'081934B0100',8,2,16,29,0,2,3,0,43,14,10,10,19,20,9,1,1,0,2,25,13,10
'081934C0100',8,2,19,33,0,2,3,0,30,17,6,5,8,23,6,4,4,0,0,16,23,16
'081935B0100',8,2,15,30,0,0,9,3,26,10,7,4,17,23,11,4,2,2,1,14,13,14
'081935C0100',8,2,11,21,0,2,3,2,40,19,9,5,7,29,7,1,7,2,1,15,14,16
'081936B0100',8,11,21,39,0,1,2,2,49,32,15,12,29,34,7,4,8,0,0,26,23,19
'081936C0100',8,11,26,41,0,4,9,1,54,22,21,7,12,27,12,7,4,3,2,23,24,21
'081936C0200',8,11,19,34,0,0,10,3,53,32,11,7,16,33,9,6,3,6,0,15,20,26
'081936C0300',8,11,20,46,0,3,4,2,55,21,15,11,22,25,13,3,5,2,0,20,22,23
'081936C0400',8,11,16,42,0,1,5,1,60,18,22,10,28,32,20,2,4,0,0,22,24,24
'081937B0100',8,2,15,31,0,0,5,1,42,20,8,10,12,23,16,3,3,1,0,14,19,18
'081938B0100',8,11,16,33,0,2,4,2,42,18,12,12,26,36,21,4,7,2,0,26,26,18
'081939B0100',8,11,23,41,0,0,8,4,60,28,15,9,26,31,15,2,7,3,1,35,27,28
'081939C0100',8,11,23,49,0,1,11,5,62,24,15,10,24,33,21,4,3,3,1,22,27,16
'081939C0200',8,11,20,45,0,0,3,0,61,25,14,13,23,31,12,4,7,1,2,25,12,23
'081940B0100',8,11,25,37,0,3,6,2,53,38,16,9,25,39,10,3,14,1,3,23,25,15
'081940C0100',8,11,27,36,0,2,10,0,47,22,14,8,30,34,17,1,6,2,0,26,22,13
'081940C0200',8,11,18,53,0,3,8,4,42,16,22,13,17,42,11,4,5,3,1,15,21,20
'081940C0300',8,11,18,33,0,0,2,0,57,26,14,4,19,37,15,3,2,4,0,19,31,27
'081940C0400',8,11,27,41,1,1,8,4,51,32,21,12,21,34,16,2,9,3,0,15,27,23
'081940C0500',8,11,16,43,0,1,11,3,60,26,25,12,15,41,8,5,5,2,1,18,21,19
'081942B0100',8,11,27,37,0,0,1,0,61,22,10,10,24,37,10,2,10,2,0,17,28,26
'081942C0100',8,11,20,41,0,0,5,6,52,21,15,12,10,30,13,7,3,3,1,21,27,20
'081942C0200',8,11,17,32,0,1,5,3,64,28,13,8,19,30,11,1,5,3,1,24,23,21
'081943B0100',8,11,20,31,0,2,7,0,33,21,11,5,16,38,9,3,6,1,0,16,15,19
'081943C0100',8,11,29,28,0,0,4,1,64,29,12,4,11,22,13,0,7,2,1,25,24,16
'081943E0100',8,2,18,35,0,0,5,0,39,20,10,6,6,16,14,2,3,1,1,13,16,11
'081944B0100',8,11,24,40,0,0,4,1,57,26,19,10,14,28,17,3,8,1,1,16,24,14
'081945B0100',8,11,28,37,0,0,10,4,59,25,15,5,20,40,18,2,4,4,0,24,24,22
'081945C0100',8,11,19,40,0,1,4,4,52,31,16,11,10,39,15,3,7,5,0,24,23,25
'081945E0100',8,11,29,51,0,1,6,8,52,30,21,11,25,41,15,4,6,1,1,19,25,20
'081945E0101',8,11,23,42,0,4,3,5,56,23,23,6,25,49,14,4,7,2,1,27,23,30
'081945E0102',8,11,25,53,1,1,7,4,57,30,21,12,29,31,16,2,4,3,0,25,29,16
'081945E0103',8,11,24,48,0,1,7,3,56,29,19,15,19,36,16,2,8,2,0,31,20,19
'081945E0104',8,11,15,59,0,2,11,7,65,35,12,11,15,36,5,7,7,4,0,31,22,24
'081945E0105',8,11,28,54,0,1,5,3,65,23,19,12,12,40,18,2,5,4,0,30,32,22
'081945E0106',8,11,29,46,0,1,9,3,63,36,23,11,20,42,17,6,6,4,0,21,23,17
'081945E0107',8,11,25,40,0,5,6,1,64,33,11,10,29,38,15,2,11,2,0,36,25,17
'081945E0108',8,11,28,32,0,1,4,1,69,32,20,7,19,42,14,9,8,3,0,17,26,28
'081945E0109',8,11,20,47,0,1,8,3,73,24,14,10,13,31,13,7,5,2,0,25,31,29
'081946B0100',8,4,11,26,0,2,3,4,38,22,15,7,13,15,8,1,7,2,0,14,11,14
'081946C0100',8,4,7,29,0,0,5,3,32,15,10,3,11,19,4,1,7,3,1,13,14,12
'081947B0100',8,4,10,42,0,1,7,1,46,22,14,9,11,21,7,3,6,0,0,16,19,14
'081947C0100',8,4,16,23,0,0,4,2,43,21,4,5,15,22,10,2,5,0,1,20,15,15
'081948B0100',8,4,16,33,0,2,6,1,39,17,9,9,8,21,7,2,2,1,0,14,21,17
'081948C0100',8,4,17,24,0,1,1,0,41,14,7,6,9,18,11,5,5,2,0,16,15,13
'081949B0100',8,4,20,29,0,0,4,0,42,11,9,11,16,27,10,2,4,1,0,18,13,24
'081949C0100',8,4,20,38,1,1,3,4,43,20,18,8,16,20,13,1,1,0,0,21,15,15
'081950B0100',8,13,19,34,0,0,6,0,48,28,19,11,18,35,17,10,5,6,0,27,17,19
'081950C0100',8,13,18,43,0,0,7,2,59,21,17,12,20,33,20,3,6,5,0,15,25,20
'081951B0100',8,12,16,58,0,1,10,5,64,29,13,8,28,39,22,5,11,2,0,25,27,27
'081952B0100',8,3,14,30,0,2,0,3,35,26,5,5,13,19,6,3,5,1,1,14,14,11
'081953B0100',8,12,17,31,2,3,7,1,54,23,18,8,16,28,12,4,1,2,0,24,25,20
'081954B0100',8,3,7,23,0,0,3,0,29,15,9,3,16,18,5,3,6,0,0,8,9,11
'081955B0100',8,3,12,26,0,1,3,4,45,25,11,13,11,26,10,6,7,3,1,21,19,23
'081956B0100',8,12,23,37,0,3,7,3,61,23,14,5,22,28,13,1,5,2,1,21,26,15
'081957B0100',8,3,12,28,0,1,1,3,37,18,7,13,13,20,3,1,3,2,1,11,17,12
'081958B0100',8,3,19,22,0,0,4,1,29,14,10,5,22,17,11,6,5,2,0,7,10,9
'081959B0100',8,3,10,16,0,1,3,0,47,13,10,6,12,12,12,3,5,2,0,9,8,18
'081960B0100',8,3,16,25,0,1,3,3,32,14,11,5,11,16,9,3,1,2,0,10,20,23
'081961B0100',8,3,17,31,0,0,3,2,43,15,12,9,9,29,9,6,3,3,0,12,14,17
'081962B0100',8,3,6,19,0,1,4,2,28,13,10,7,15,24,5,5,9,0,0,9,13,9
'081963B0100',8,4,8,25,0,2,1,0,35,12,10,7,8,7,3,1,4,0,1,7,6,12
'081964B0100',8,4,14,23,0,5,1,2,29,13,11,3,13,18,12,1,8,3,3,21,13,9
'081965B0100',8,4,13,25,1,2,6,2,44,16,17,8,8,17,7,2,3,4,0,8,14,14
'081966B0100',8,4,13,27,0,3,1,1,22,10,7,9,4,16,6,1,4,2,0,6,13,9
'081967B0100',8,4,15,22,0,0,7,1,29,10,13,11,9,19,10,3,1,0,0,11,18,14
'081968B0100',8,4,10,30,0,0,6,0,42,13,21,5,11,23,14,5,4,0,0,16,22,13
'081969B0100',8,4,15,25,0,0,2,3,33,7,10,3,12,16,4,4,1,2,0,11,11,16
'081970B0100',8,4,11,19,0,0,3,1,26,10,3,5,10,21,3,1,4,0,0,15,9,12
'081971B0100',8,3,11,32,0,3,8,4,39,24,7,7,20,26,12,1,1,0,1,13,17,18
'081972B0100',8,3,20,32,0,1,3,1,44,15,10,4,12,18,6,1,4,1,1,12,7,18
'081973B0100',8,12,24,31,0,0,11,4,58,24,10,8,14,28,7,2,6,1,0,13,19,14
'081974B0100',8,12,16,30,0,0,8,4,58,18,10,11,21,33,19,1,4,2,0,19,21,25
'081974C0100',8,12,26,41,0,2,5,4,57,23,14,9,22,41,15,6,3,2,0,33,22,20
'081975B0100',8,12,30,51,0,2,6,6,50,21,18,11,24,36,8,2,7,4,1,23,27,23
'081976B0100',8,12,30,42,0,1,7,2,56,38,14,8,30,36,17,1,8,0,0,24,18,23
'081977B0100',8,12,17,33,0,1,7,4,50,23,15,9,12,33,16,1,4,2,0,8,21,19
'081978B0100',8,3,15,29,0,0,2,4,33,25,8,7,14,14,14,6,0,2,0,19,8,14
'081978C0100',8,3,16,31,0,0,4,3,41,17,13,6,13,19,5,1,6,2,0,19,14,19
'081979B0100',8,12,20,53,3,1,6,2,56,24,15,11,22,32,20,7,3,4,1,15,12,22
'081980B0100',8,3,10,19,0,1,6,1,33,16,13,4,15,20,7,0,10,2,0,14,10,20
'081981B0100',8,3,12,16,0,1,3,2,39,15,10,6,10,25,10,5,6,1,0,12,16,12
'081982B0100',8,3,18,36,0,1,9,2,50,25,11,7,17,24,13,3,4,0,0,20,17,23
'081983B0100',8,3,9,21,0,1,5,0,25,16,4,11,17,22,7,0,6,4,1,10,10,9
'081984B0100',8,3,15,24,0,0,1,3,31,14,10,3,8,16,9,4,4,2,0,8,15,12
'081985B0100',8,13,18,39,0,2,3,2,51,26,5,2,18,36,8,4,10,1,1,23,19,20
'081986B0100',8,4,15,21,0,0,1,1,45,10,17,5,17,21,12,2,0,5,0,12,12,8
'081986C0100',8,4,13,30,1,1,8,1,28,14,13,4,16,12,3,2,4,0,1,10,16,20
'081987B0100',8,13,22,41,0,1,4,7,59,28,10,12,16,36,17,3,6,2,0,21,25,17
