CLAVE_CASILLA,ID_ESTADO,estrato,PAN,PRI,PRD,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT,MORENA,PT_MORENA,PVEM,MC,PES,RSP,FPM,CI1,CI2,CI3,CNR,NULOS
'161522C0100',16,12,15,4,6,27,15,21,4,22,8,17,18,19,13,0,17,3,50,13,1,4
'161522C0200',16,12,16,11,6,14,9,21,6,13,7,22,30,16,5,2,12,2,46,18,0,6
'161523B0100',16,24,27,7,7,25,31,25,6,19,10,32,22,22,8,0,14,2,60,25,0,3
'161523C0100',16,24,21,6,6,17,16,34,11,13,9,30,21,29,20,2,21,1,47,9,1,5
'161524B0100',16,12,22,6,7,15,18,25,8,19,6,30,18,25,6,1,23,2,36,13,0,3
'161524C0100',16,12,23,2,9,22,13,18,10,17,8,23,27,22,9,1,8,0,48,19,1,7
'161524C0200',16,12,23,5,7,28,16,24,14,16,8,22,20,26,8,0,24,1,32,9,1,2
'161525B0100',16,24,22,13,8,24,15,16,8,31,11,28,16,29,19,2,15,3,50,16,0,1
'161525C0100',16,24,25,7,5,17,13,24,7,22,5,25,29,25,15,3,15,4,41,9,0,5
'161525C0200',16,24,19,19,6,22,17,23,12,17,9,21,16,31,10,3,14,4,53,26,0,1
'161525C0300',16,24,19,11,9,23,22,22,12,12,8,23,17,33,9,2,18,3,50,15,0,2
'161526B0100',16,12,18,6,4,11,5,28,7,11,10,17,23,22,5,1,17,0,37,10,0,4
'161526C0100',16,12,18,8,7,23,14,14,8,18,9,20,19,26,7,1,17,2,31,11,0,2
'161526C0200',16,12,12,6,2,15,13,23,9,11,4,20,17,23,13,1,12,1,48,9,1,5
'161527B0100',16,24,31,11,9,16,18,22,6,28,16,23,26,28,12,0,17,2,52,19,0,7
'161528B0100',16,12,17,5,5,15,12,18,3,13,7,21,15,20,7,0,18,2,32,9,0,4
'161529B0100',16,17,27,16,4,20,19,29,8,19,12,38,31,35,13,1,21,0,53,13,0,8
'161529C0100',16,17,30,14,10,28,21,28,7,22,7,32,18,23,13,2,20,2,52,24,0,3
'161529C0200',16,17,24,9,13,22,20,29,12,21,5,28,29,38,11,3,28,2,44,18,0,6
'161529C0300',16,17,23,8,7,24,24,33,14,21,6,27,26,39,12,2,25,2,64,21,0,4
'161530B0100',16,17,27,10,8,19,22,22,17,29,13,29,31,36,19,4,23,4,54,14,0,3
'161530C0100',16,17,18,14,10,22,19,26,11,21,13,39,38,28,19,2,29,2,56,13,0,4
'161530C0200',16,17,25,11,7,23,15,25,10,31,5,30,22,36,9,0,21,1,54,26,0,10
'161530C0300',16,17,34,11,9,21,23,23,8,19,4,31,21,19,11,2,28,4,56,25,0,1
'161530C0400',16,17,32,11,15,22,20,27,10,20,8,28,22,33,14,0,23,2,51,24,0,6
'161530C0500',16,17,20,10,10,23,22,35,8,20,8,32,28,32,11,2,25,2,59,11,0,5
'161531B0100',16,17,21,10,10,22,14,25,13,17,8,31,25,23,9,5,20,1,52,13,0,8
'161531C0100',16,17,19,8,10,18,19,28,3,20,12,28,25,36,7,0,21,0,41,15,0,6
'161531C0200',16,17,24,10,4,25,18,26,10,17,6,28,18,24,10,1,17,0,45,18,0,5
'161531C0300',16,17,18,11,5,26,20,22,7,23,5,25,20,22,17,2,18,5,56,17,1,6
'161531C0400',16,17,26,10,4,16,16,28,8,24,5,26,21,19,10,1,19,2,41,17,0,3
'161531C0500',16,17,25,5,6,22,16,18,7,13,8,25,31,20,7,2,17,3,46,15,1,12
'161532B0100',16,17,20,4,3,21,21,29,7,24,10,22,21,21,4,1,26,3,54,23,1,8
'161532C0100',16,17,24,10,7,30,14,16,13,19,2,31,25,32,6,2,20,4,46,20,0,2
'161532C0200',16,17,26,13,15,22,16,24,12,13,8,22,25,27,16,1,26,1,44,27,0,2
'161533B0100',16,17,20,18,9,19,12,16,11,20,7,25,22,21,9,1,9,0,45,16,0,4
'161533C0100',16,17,27,5,5,17,26,24,10,19,9,22,22,18,12,3,16,0,46,21,0,4
'161533C0200',16,17,18,10,2,25,15,22,7,11,9,24,22,25,7,3,25,0,46,13,1,4
'161533C0300',16,17,18,14,9,21,21,27,9,18,8,26,14,23,8,0,21,1,54,20,0,4
'161534B0100',16,17,28,5,15,24,13,26,21,27,6,37,21,29,7,5,20,1,57,20,0,0
'161534C0100',16,17,34,8,10,18,17,31,15,25,11,29,29,27,9,0,23,3,55,19,0,2
'161535B0100',16,17,16,10,7,26,12,17,9,26,10,25,20,27,9,2,18,5,40,16,0,9
'161535C0100',16,17,20,10,8,21,19,24,2,26,6,39,19,27,14,1,23,1,51,12,0,4
'161535C0200',16,17,21,15,4,25,11,21,12,16,12,22,16,25,6,0,28,2,36,19,0,5
'161536B0100',16,5,22,10,12,19,14,21,9,16,6,16,19,18,10,0,16,2,25,21,0,5
'161536C0100',16,5,14,11,12,14,12,19,9,13,5,18,20,17,5,1,12,2,47,14,1,3
'161537B0100',16,17,25,5,8,22,23,20,6,20,11,35,26,25,22,1,20,0,56,25,1,2
'161537C0100',16,17,19,7,11,21,18,35,13,31,7,30,21,28,14,0,23,2,49,13,0,11
'161538B0100',16,5,16,12,7,13,13,15,8,9,6,14,18,9,14,0,13,2,29,14,0,5
'161538C0100',16,5,9,7,4,11,9,11,6,14,7,21,9,24,8,2,13,1,35,10,1,7
'161539B0100',16,5,14,3,3,18,9,24,5,20,8,25,13,19,14,2,10,2,37,19,0,3
'161539C0100',16,5,17,8,5,14,13,16,4,17,2,29,16,19,10,1,14,0,35,17,0,6
'161540B0100',16,5,20,9,7,18,12,18,5,20,6,26,22,24,11,2,18,4,32,21,0,3
'161540C0100',16,5,19,6,3,16,8,21,8,17,6,21,25,21,7,1,17,1,42,15,0,3
'161541B0100',16,17,27,4,9,18,8,20,9,30,7,24,21,25,8,1,20,0,50,19,1,2
'161541C0100',16,17,26,15,2,24,14,27,10,21,11,23,18,17,11,1,23,2,51,16,0,2
'161541C0200',16,17,28,10,9,15,17,21,10,19,14,28,28,38,7,0,21,0,42,19,0,6
'161542B0100',16,17,20,10,4,26,22,34,4,24,4,22,30,29,15,1,22,4,53,15,0,7
'161542C0100',16,17,25,8,9,28,17,28,14,17,8,20,28,22,13,1,20,3,49,14,0,6
'161542C0200',16,17,28,13,11,35,16,35,9,26,9,24,28,20,17,0,19,2,49,13,0,4
'161543B0100',16,17,14,12,5,22,14,25,6,16,4,22,15,22,9,0,16,4,45,18,0,9
'161543C0100',16,17,22,7,4,17,12,22,12,27,9,26,17,24,7,2,19,1,56,17,0,1
'161543C0200',16,17,18,6,8,19,12,19,14,22,5,16,27,33,10,0,24,2,57,11,1,6
'161543C0300',16,17,32,10,10,15,15,34,5,21,10,22,20,29,10,0,16,2,39,10,1,7
'161543C0400',16,17,26,11,10,17,17,17,8,17,10,19,28,18,7,0,21,4,46,22,0,7
'161544B0100',16,17,25,12,9,18,18,26,15,21,6,37,33,29,13,0,25,4,52,8,2,6
'161544C0100',16,17,29,8,8,27,24,26,9,17,17,29,28,32,10,0,20,0,54,28,1,12
'161545B0100',16,17,22,10,9,18,17,19,9,23,6,19,23,26,14,0,28,2,49,17,1,7
'161545C0100',16,17,21,8,8,17,16,31,8,18,7,32,20,29,6,0,18,3,53,18,2,7
'161545S0100',16,5,37,10,19,48,25,38,12,36,17,38,43,51,24,4,44,2,89,25,2,5
'161546B0100',16,5,14,4,7,13,12,18,3,12,3,13,14,19,9,0,14,2,33,8,0,4
'161546C0100',16,5,23,7,7,15,9,16,8,17,5,13,15,8,8,0,23,0,31,14,0,2
'161547B0100',16,17,32,17,13,29,26,21,11,27,7,27,24,29,11,2,23,2,55,16,0,9
'161548B0100',16,17,18,15,2,16,24,32,8,17,10,19,22,27,11,0,21,1,43,20,1,6
'161549B0100',16,5,19,3,5,12,6,14,6,15,4,22,13,18,6,1,11,2,26,4,0,2
'161550B0100',16,5,13,13,7,20,7,13,11,21,8,17,19,18,9,0,18,0,30,10,1,3
'161551B0100',16,5,11,5,5,13,15,16,4,15,6,24,26,25,3,1,14,0,40,22,0,9
'161552B0100',16,5,16,3,5,12,14,19,11,15,6,18,13,27,8,0,14,1,39,10,0,2
'161552C0100',16,5,12,12,4,14,14,21,4,9,7,18,16,28,3,1,11,0,32,11,0,4
'161553B0100',16,5,15,5,6,12,13,14,2,17,6,19,13,16,6,0,8,1,36,8,2,5
'161553C0100',16,5,17,5,4,9,14,9,4,15,5,23,18,16,2,0,15,1,28,11,1,2
'161554B0100',16,17,35,8,5,26,25,25,9,19,9,33,30,38,27,2,19,1,68,27,0,3
'161555B0100',16,5,19,5,3,7,6,18,3,10,10,21,21,20,5,0,13,3,28,9,0,3
'161555C0100',16,5,23,5,0,10,9,14,6,13,3,27,15,16,8,0,12,3,29,16,0,3
'161556B0100',16,5,20,6,8,12,13,17,8,11,7,26,11,22,9,1,9,1,33,8,0,3
'161556C0100',16,5,18,7,8,23,11,9,5,16,4,23,12,21,5,0,26,0,43,11,0,4
'161557B0100',16,5,16,8,3,9,13,22,10,11,7,14,22,20,11,1,16,1,38,10,1,4
'161557C0100',16,5,19,4,5,13,9,17,4,10,4,22,12,30,4,1,13,1,32,10,0,3
'161558B0100',16,5,25,5,4,18,18,13,5,15,6,26,32,22,14,2,16,1,41,11,1,1
'161559B0100',16,17,23,4,8,23,12,26,11,26,9,32,29,31,6,1,30,4,54,16,0,3
'161560B0100',16,17,32,9,8,26,20,18,11,18,4,26,24,25,7,1,30,4,36,16,0,1
'161561B0100',16,17,19,9,6,20,18,30,10,21,6,26,38,35,17,1,22,3,51,23,1,3
'161562B0100',16,17,26,11,14,24,24,20,8,23,9,22,22,31,11,0,27,0,46,13,0,6
'161563B0100',16,5,13,9,8,15,16,22,3,20,5,14,23,22,8,1,19,1,36,11,0,2
'161563C0100',16,5,20,7,3,19,10,9,11,16,6,17,17,16,11,1,15,2,36,16,0,2
'161564B0100',16,17,30,7,13,21,18,30,5,20,7,30,18,33,11,0,31,3,44,20,1,5
'161565B0100',16,17,23,6,10,20,14,32,13,30,4,29,33,27,12,0,29,6,60,24,0,9
'161566B0100',16,17,26,7,11,30,22,31,11,15,9,25,22,34,15,0,22,2,44,18,1,2
'161566C0100',16,17,26,13,12,24,18,33,9,21,5,42,27,36,14,0,21,1,45,15,0,6
'161567B0100',16,5,23,6,9,15,7,26,7,7,11,22,14,20,6,0,8,1,35,12,0,2
'161567C0100',16,5,23,6,5,17,12,21,5,20,6,17,18,13,10,0,15,0,40,15,0,6
'161567C0200',16,5,16,9,5,14,10,20,4,18,10,23,20,27,9,0,22,4,34,12,1,3
'161568B0100',16,17,21,7,6,24,15,31,9,24,11,21,28,34,20,1,31,3,66,17,0,6
'161568C0100',16,17,27,17,7,14,15,19,4,31,8,19,20,33,11,0,29,3,64,11,0,3
'161568C0200',16,17,25,9,5,24,19,39,6,25,10,28,29,24,12,0,22,3,52,18,0,5
'161568C0300',16,17,23,13,13,26,19,17,15,21,9,38,18,26,14,0,21,5,62,20,0,10
'161569B0100',16,5,17,9,5,20,12,16,6,13,9,16,21,20,9,1,12,0,35,10,0,3
'161569C0100',16,5,22,6,6,16,10,17,8,20,6,14,17,14,9,0,13,1,26,15,0,3
'161570B0100',16,5,14,6,4,22,13,22,5,16,8,25,18,26,6,0,11,2,44,14,0,4
'161570C0100',16,5,13,9,6,21,18,19,5,16,6,22,23,19,14,0,16,1,34,17,1,3
'161571B0100',16,17,18,8,5,24,20,20,12,26,13,26,26,25,9,2,24,3,50,23,0,6
'161571C0100',16,17,18,6,10,20,24,24,7,16,11,23,27,43,5,0,23,4,55,17,0,7
'161571C0200',16,17,29,10,4,29,17,17,13,23,5,20,18,40,12,1,22,4,45,15,2,1
'161571C0300',16,17,32,7,8,20,24,28,7,20,8,24,25,28,13,1,21,2,51,14,0,3
'161571C0400',16,17,24,5,8,15,17,25,11,19,10,22,20,33,8,1,25,1,59,22,0,5
'161571C0500',16,17,22,14,9,22,16,31,14,24,14,34,14,33,11,1,24,3,44,14,0,6
'161572B0100',16,17,18,12,9,29,20,34,9,14,8,25,30,26,6,2,16,4,45,20,1,5
'161572C0100',16,17,25,9,8,27,14,27,10,30,10,20,30,26,11,4,27,1,50,15,2,6
'161572C0200',16,17,34,8,10,23,14,25,7,23,10,34,20,15,8,2,13,4,42,17,0,6
'161572C0300',16,17,12,15,10,23,17,32,7,26,7,27,17,37,14,1,21,1,54,15,0,5
'161572C0400',16,17,23,11,9,27,17,22,8,22,10,22,28,28,13,0,22,2,56,16,0,5
'161573B0100',16,17,21,10,7,15,11,35,12,24,7,25,31,37,10,1,18,3,43,18,0,3
'161573C0100',16,17,30,5,5,20,14,26,9,23,5,22,20,32,9,3,11,3,51,16,1,6
'161573C0200',16,17,23,15,4,24,15,18,10,23,9,34,27,35,12,3,19,2,59,11,0,2
'161574B0100',16,5,16,7,4,13,15,17,5,10,4,12,13,21,4,0,13,1,27,9,1,3
'161575B0100',16,5,12,10,6,12,7,12,3,13,6,13,16,23,8,0,13,1,29,7,0,3
'161576B0100',16,17,22,10,7,22,16,30,12,28,11,28,28,41,10,0,27,2,62,15,0,5
'161577B0100',16,5,22,9,3,18,12,30,7,16,13,20,34,31,13,1,15,5,47,16,0,6
'161577C0100',16,5,22,7,9,15,19,25,7,16,9,30,17,22,12,2,20,0,43,14,0,7
'161578B0100',16,5,22,7,8,17,15,25,6,15,11,17,13,25,7,0,14,3,48,14,0,6
'161579B0100',16,17,19,9,9,20,14,25,14,19,9,17,43,24,10,3,20,1,39,19,1,11
'161580B0100',16,5,20,7,5,6,6,22,8,6,3,18,16,28,0,2,19,2,33,11,1,4
'161580C0100',16,5,23,5,6,16,17,13,7,14,4,14,13,16,5,2,8,1,31,20,0,1
'161581B0100',16,5,14,3,3,10,11,10,6,11,3,14,8,11,2,1,8,1,20,7,0,4
'161582B0100',16,5,12,4,1,18,11,14,6,6,3,10,13,5,4,0,15,0,18,8,0,4
'161583B0100',16,17,36,13,5,25,14,24,10,17,12,25,25,32,16,0,27,0,56,19,1,6
'161583C0100',16,17,28,8,9,19,19,23,9,21,13,40,24,36,9,3,21,3,45,10,0,5
'161583C0200',16,17,25,15,6,27,15,22,12,20,8,26,29,23,12,1,24,1,46,21,2,6
'161583C0300',16,17,26,10,6,28,16,20,4,17,9,36,27,32,9,0,16,4,51,18,1,2
'161584B0100',16,17,22,14,6,21,15,33,10,13,16,32,21,25,6,2,26,5,53,14,1,7
'161584C0100',16,17,29,6,16,15,28,24,6,19,4,40,29,30,10,2,19,1,44,10,0,4
'161584C0200',16,17,22,9,4,23,16,29,11,23,9,22,31,29,16,0,21,1,49,9,0,11
'161584C0300',16,17,23,6,5,19,15,29,4,19,8,20,22,39,14,2,29,0,59,22,0,2
'161584C0400',16,17,16,9,11,25,23,21,4,23,15,27,19,19,9,0,21,0,49,10,0,3
'161585B0100',16,5,10,3,7,15,8,13,7,16,8,20,18,17,6,0,10,2,22,11,0,3
'161586B0100',16,5,19,5,4,19,13,15,2,9,8,15,15,19,6,0,14,3,37,15,1,0
'161586C0100',16,5,15,5,2,15,11,24,8,12,3,16,19,21,6,1,14,1,26,8,0,5
'161587B0100',16,5,13,11,8,12,16,16,7,17,10,17,16,17,6,1,18,0,37,20,0,5
'161587C0100',16,5,20,10,2,10,8,15,10,20,3,21,21,26,11,1,15,3,49,12,0,6
'161587C0200',16,5,19,6,9,16,13,18,4,19,11,28,19,18,4,0,11,0,41,4,0,4
'161588B0100',16,5,8,4,0,9,7,9,1,6,6,13,9,11,4,0,8,0,27,11,0,3
'161589B0100',16,17,28,15,10,23,25,30,10,16,7,27,35,28,16,2,27,5,46,22,0,5
'161589C0100',16,17,25,11,7,25,19,34,18,19,8,28,28,25,13,2,22,1,50,11,0,9
'161590B0100',16,19,24,7,3,15,17,27,10,22,3,26,26,34,10,1,13,1,47,18,0,5
'161590C0100',16,19,23,6,7,25,14,30,3,19,9,22,20,26,9,0,18,2,44,8,0,8
'161591B0100',16,19,24,6,8,17,17,21,6,26,10,34,25,26,21,0,19,0,44,17,0,6
'161592B0100',16,19,19,6,10,16,15,19,14,22,6,27,19,18,9,2,24,5,47,17,1,4
'161592C0100',16,19,24,8,5,23,14,22,9,23,4,24,21,18,16,2,31,3,52,23,0,7
'161592C0200',16,19,22,10,7,19,20,29,11,20,13,21,30,20,10,1,19,1,56,16,1,2
'161593B0100',16,19,36,8,14,23,9,25,9,27,14,31,44,28,7,0,19,1,44,12,0,5
'161593C0100',16,19,25,8,7,33,25,28,12,16,7,29,25,19,7,1,18,4,55,15,0,7
'161594B0100',16,7,16,6,9,15,18,25,7,22,15,29,17,19,5,1,26,2,49,18,0,8
'161594C0100',16,7,15,6,8,15,12,23,15,20,4,25,20,20,7,1,19,3,42,20,0,6
'161594C0200',16,7,22,7,7,22,18,21,12,14,4,22,26,19,13,0,23,2,45,11,0,9
'161595B0100',16,7,19,5,2,19,14,16,9,12,6,13,16,18,9,2,18,0,36,10,0,1
'161595C0100',16,7,20,4,3,15,13,17,8,11,7,20,10,24,2,2,21,1,32,15,1,3
'161596B0100',16,19,20,8,10,15,30,31,7,26,8,25,17,30,11,1,23,3,50,13,0,9
'161596C0100',16,19,19,7,6,17,25,28,12,21,9,22,24,26,9,1,18,3,45,11,0,11
'161597B0100',16,19,28,16,13,25,13,30,8,25,10,28,22,28,9,0,25,3,37,20,1,3
'161597C0100',16,19,22,8,8,16,26,30,9,26,8,25,26,33,16,1,26,1,55,21,1,3
'161598B0100',16,19,27,8,9,27,11,21,5,20,13,24,19,17,17,1,22,2,55,15,0,2
'161598C0100',16,19,19,14,9,15,12,25,5,22,5,31,27,27,8,0,17,1,42,16,0,5
'161599B0100',16,7,10,7,6,15,11,17,5,14,5,14,17,14,8,0,21,1,31,7,0,1
'161600B0100',16,7,15,6,8,17,18,14,4,12,5,19,18,24,7,1,8,1,28,13,0,1
'161600C0100',16,7,14,10,6,17,8,13,3,19,5,14,19,19,5,0,19,2,28,10,0,3
'161601B0100',16,14,44,9,4,18,13,25,10,18,8,38,24,25,13,1,26,0,59,19,1,4
'161601C0100',16,14,19,15,5,17,16,27,15,24,14,35,18,45,10,3,19,1,62,19,2,2
'161602B0100',16,14,28,9,9,29,16,25,12,19,13,31,26,26,12,0,27,3,61,26,2,6
'161602C0100',16,14,34,11,9,25,12,32,4,15,3,35,27,31,10,0,21,1,58,16,1,11
'161602C0200',16,14,27,11,9,33,17,30,8,29,12,24,23,31,4,1,30,4,54,30,4,7
'161603B0100',16,14,15,9,9,18,11,21,5,29,10,27,17,24,12,0,15,1,42,14,1,10
'161603C0100',16,14,21,11,9,21,17,18,14,23,9,26,18,25,7,2,21,3,52,17,2,5
'161603C0200',16,14,23,8,5,23,8,20,11,20,14,21,20,27,10,0,19,0,54,19,1,6
'161603C0300',16,14,25,6,6,22,24,20,11,15,10,32,20,29,8,0,21,3,48,13,0,1
'161603C0400',16,14,27,11,4,19,7,21,8,20,7,30,16,23,12,1,26,1,46,15,0,6
'161603S0100',16,2,50,15,10,37,25,52,19,42,18,53,47,56,17,1,30,9,74,33,2,10
'161604B0100',16,2,19,11,1,25,13,25,12,22,8,22,20,21,11,0,19,2,51,13,0,4
'161604C0100',16,2,24,14,3,16,9,17,7,16,13,15,22,32,9,0,12,2,51,10,0,7
'161604C0200',16,2,19,13,3,22,11,30,6,15,8,21,15,16,10,0,12,1,40,15,0,5
'161605B0100',16,2,19,8,8,19,10,22,7,20,6,19,17,17,6,0,18,0,37,5,0,3
'161605C0100',16,2,17,2,7,22,16,22,3,19,4,20,19,28,11,0,25,2,33,9,0,2
'161606B0100',16,2,13,4,4,15,11,10,6,18,3,21,18,19,5,0,6,0,31,12,1,2
'161606C0100',16,2,15,7,5,12,4,23,2,9,8,17,17,22,10,2,14,0,26,11,0,0
'161607B0100',16,14,27,6,7,25,18,29,9,24,12,26,30,34,12,2,17,3,50,25,0,6
'161607C0100',16,14,23,9,8,23,17,28,9,19,10,26,28,33,10,2,25,1,65,18,1,3
'161607C0200',16,14,23,9,9,14,21,29,17,20,6,14,30,30,11,0,26,2,55,23,1,5
'161608B0100',16,2,32,6,7,16,11,20,4,21,4,26,18,22,8,1,16,2,40,7,0,4
'161608C0100',16,2,13,9,6,14,13,22,6,21,7,21,18,21,11,0,12,0,37,15,1,7
'161608C0200',16,2,16,7,8,23,19,15,8,17,6,23,25,12,12,2,11,1,46,17,0,8
'161609B0100',16,14,20,12,5,20,14,23,5,21,14,31,20,23,12,3,25,1,60,14,0,5
'161609C0100',16,14,27,10,6,23,17,23,15,28,9,23,24,31,9,0,17,3,57,14,0,6
'161609C0200',16,14,28,10,6,25,19,31,8,23,11,24,19,22,10,2,22,4,60,24,0,4
'161609C0300',16,14,17,6,10,22,17,26,11,17,7,18,18,30,14,2,22,2,52,17,0,0
'161609C0400',16,14,33,6,7,19,11,27,7,28,10,27,22,32,11,2,20,1,54,18,0,2
'161610B0100',16,2,15,9,3,20,8,17,8,11,3,14,18,22,8,0,13,2,34,18,0,3
'161610C0100',16,2,21,8,11,11,12,15,4,15,2,25,17,14,5,0,10,1,35,13,0,10
'161611B0100',16,14,26,6,9,15,19,16,8,22,8,19,31,31,6,1,25,0,51,18,1,3
'161611C0100',16,14,22,8,9,20,17,13,15,15,5,17,33,32,10,5,29,1,53,20,0,4
'161611C0200',16,14,28,11,3,18,15,19,10,27,10,18,24,25,11,1,26,2,38,17,0,5
'161612B0100',16,2,20,6,5,21,15,19,9,17,9,29,23,20,13,1,19,3,38,11,0,5
'161612C0100',16,2,24,6,5,18,13,20,6,18,11,23,29,27,14,1,20,3,47,12,1,4
'161613B0100',16,14,16,4,6,23,10,18,5,20,10,27,32,19,13,1,17,2,51,11,0,6
'161613C0100',16,14,28,13,5,14,15,21,9,21,11,30,20,32,13,1,22,0,39,17,0,6
'161613C0200',16,14,17,9,12,13,22,21,9,16,10,24,24,26,4,2,22,2,41,19,0,6
'161613C0300',16,14,23,7,11,16,14,17,13,13,6,30,26,30,7,0,22,0,42,12,0,5
'161613C0400',16,14,16,5,4,16,19,33,5,12,8,25,17,21,6,0,14,3,57,20,0,1
'161614B0100',16,14,12,10,10,20,14,25,5,27,10,32,23,24,13,0,19,2,50,17,0,9
'161614C0100',16,14,14,16,6,23,21,14,8,21,4,24,21,33,13,3,18,4,51,18,0,4
'161615B0100',16,14,21,7,8,20,19,29,12,17,5,25,17,13,16,1,25,3,50,16,0,1
'161615C0100',16,14,26,8,10,17,13,27,8,16,7,29,29,19,6,0,14,3,41,17,0,5
'161615C0200',16,14,26,6,5,16,15,30,12,28,6,31,18,22,8,0,23,0,43,15,0,3
'161616B0100',16,2,15,9,6,24,21,16,3,18,10,17,20,17,8,1,18,1,36,18,1,1
'161616C0100',16,2,21,7,2,18,19,20,8,15,4,18,24,21,9,1,9,0,35,10,1,6
'161617B0100',16,2,10,9,3,12,14,19,4,18,9,19,15,16,11,1,18,0,37,16,0,3
'161617C0100',16,2,18,5,9,17,8,13,3,16,4,22,18,22,11,0,20,3,41,8,1,1
'161618B0100',16,2,16,10,6,22,10,21,6,15,8,19,19,27,4,0,14,3,38,17,0,5
'161618C0100',16,2,14,12,5,9,11,9,11,15,6,21,14,24,7,3,13,4,34,15,1,5
'161619B0100',16,2,14,4,5,13,12,13,7,16,6,16,17,29,7,0,10,2,34,23,0,5
'161619C0100',16,2,18,7,10,22,17,17,4,14,10,25,15,19,5,1,15,5,36,17,0,3
'161620B0100',16,14,19,3,9,29,19,21,14,31,8,28,26,33,10,0,27,2,50,16,1,1
'161621B0100',16,2,12,7,4,25,21,18,7,18,3,26,32,29,11,1,18,3,43,18,1,5
'161622B0100',16,14,24,9,7,17,10,24,9,17,9,16,30,32,8,0,17,3,62,17,0,4
'161623B0100',16,2,20,7,6,19,8,16,10,16,5,25,13,21,10,0,23,1,40,15,0,5
'161623C0100',16,2,20,3,5,13,15,22,5,12,9,21,15,23,4,0,13,1,39,16,0,4
'161623C0200',16,2,23,11,4,19,7,20,6,14,6,20,17,22,12,0,21,2,34,9,0,4
'161624B0100',16,14,28,8,7,21,11,21,10,23,14,28,23,32,10,1,28,0,46,23,2,7
'161624C0100',16,14,23,5,9,15,18,29,7,27,10,26,22,31,13,0,19,1,51,17,0,5
'161624C0200',16,14,30,9,4,17,23,20,12,26,10,21,28,29,10,0,16,0,55,22,0,3
'161625B0100',16,14,39,10,8,20,15,22,10,26,4,27,28,35,15,1,27,2,54,17,0,2
'161625C0100',16,14,25,7,10,21,14,37,11,22,13,28,24,35,10,1,24,1,49,17,0,10
'161625C0200',16,14,26,14,6,22,20,27,10,32,12,23,29,28,17,1,18,4,54,25,0,5
'161626B0100',16,2,17,9,5,8,13,15,5,8,6,16,14,24,14,0,14,1,37,19,0,3
'161626C0100',16,2,18,12,6,13,18,19,7,10,12,28,16,24,5,1,17,0,35,10,0,4
'161627B0100',16,14,25,15,3,20,17,26,7,27,5,22,29,17,15,0,18,2,50,22,0,10
'161628B0100',16,14,25,8,9,29,16,16,6,20,3,29,30,20,5,1,21,1,42,23,2,1
'161628C0100',16,14,13,5,5,19,14,18,5,22,10,33,32,19,15,1,13,2,38,18,1,6
'161629B0100',16,14,34,13,8,26,14,24,12,26,8,32,18,33,12,3,23,3,52,23,0,8
'161629C0100',16,14,36,13,13,17,21,21,8,31,4,38,25,19,14,1,26,2,39,22,1,2
'161630B0100',16,2,15,8,5,19,15,12,12,9,2,17,14,15,9,1,17,3,27,13,0,3
'161630C0100',16,2,15,6,7,11,9,26,8,10,7,10,10,27,10,3,15,3,38,12,0,5
'161631B0100',16,2,21,9,4,11,10,18,3,16,7,18,9,16,6,0,15,0,19,7,0,2
'161631C0100',16,2,15,8,4,9,12,12,4,17,4,18,19,15,8,1,9,1,22,7,0,1
'161632B0100',16,14,23,7,5,16,11,23,9,16,4,26,22,26,11,1,23,2,57,15,1,2
'161632C0100',16,14,18,4,3,20,13,24,10,31,12,21,21,24,8,2,20,4,42,28,0,1
'161633B0100',16,2,15,4,4,13,12,21,6,16,9,19,15,15,9,3,10,1,47,13,1,2
'161633C0100',16,2,15,6,2,17,12,18,5,12,7,19,18,17,9,1,14,0,41,12,0,3
'161634B0100',16,14,25,8,9,22,19,20,11,23,5,23,19,27,10,2,24,1,56,15,1,3
'161635B0100',16,14,22,10,8,16,20,29,11,20,7,33,23,28,9,2,28,1,55,15,1,1
'161635C0100',16,14,25,10,7,27,13,26,12,19,13,28,20,35,5,1,26,3,63,16,0,4
'161635C0200',16,14,20,7,5,26,24,25,9,26,12,27,27,30,12,0,23,4,50,22,0,5
'161636B0100',16,2,18,9,3,16,23,18,9,13,1,24,16,31,7,0,14,0,52,9,0,5
'161636C0100',16,2,21,8,4,16,9,24,5,19,3,18,12,30,7,2,23,2,43,13,0,4
'161637B0100',16,2,22,11,3,20,19,15,8,24,4,15,15,18,4,1,12,2,42,10,0,2
'161637C0100',16,2,26,9,7,18,14,14,8,24,10,18,20,15,5,0,16,2,54,8,0,3
'161637C0200',16,2,16,4,6,20,14,15,10,11,16,19,16,20,10,1,18,0,40,24,0,3
'161638B0100',16,2,21,5,15,16,17,18,7,20,3,21,26,16,11,0,10,2,47,15,1,1
'161638C0100',16,2,15,8,10,10,13,21,11,13,8,20,18,16,8,0,16,1,53,15,1,2
'161638C0200',16,2,25,8,6,12,12,19,6,15,3,24,18,20,4,1,13,1,43,11,0,6
'161639B0100',16,2,17,8,5,12,8,10,5,17,1,23,17,18,9,1,12,0,34,10,0,2
'161640B0100',16,2,8,5,5,10,12,24,6,21,7,21,13,18,8,3,12,0,33,11,0,5
'161640C0100',16,2,8,5,4,10,5,20,8,17,5,20,17,13,7,0,17,0,39,11,0,8
